tweet,label
"[cm] Sedikit Curhat  Jadi sender udah dikejar deadline pendaftaran munaqosah. Tapi di satu sisi, sender selalu dipersulit dengan dosbing. Mulai dari dosbing susah dihubungi, sekalinya respon malah susah di temuin. Eh giliran bisa ketemu malah di suruh revisi.  Mana (cont)",0
"[cm] guys kalian yang masih bangun, sender mau nanya. Ada yang ngerti kah maksudnya apa? :( sender dari kemaren memahami tapi gak paham"" hiks ðŸ˜­  https://t.co/IgkEyMEoOu",0
[CM] Sebenernya udah bikin rencana buat ngerjain jauh-jauh hari...tp ya gtu kenyataannya ga sesuai yg direncanainâ˜ºï¸  https://t.co/dKCOjsCyR6,0
[cm] semester 7 tapi jiwanya tertinggal di SMA  https://t.co/olKfUOx05H,0
"[cm] maaf numpang curhat guys, rasanya hopeless bgttðŸ˜­  https://t.co/QmKz5zq2xI",0
"tiba2 overthinking, bisa ga ya mahasiswa dari non-top-10 univ masuk ke sini? [cm]  https://t.co/clNg2ntRZs",0
"[cm] sapa yang makin akhir makin meredup semangatnya? Aku,aku,akuðŸ¥²",0
[cm] ada anak uin gak yh? kalian kalau kompre dan di mintai hapalan hadits cuma artinya saja atau bahasa arab nya juga?,0
enaknya diapain ya yang kaya gini saran dong guys biar mereka pada kapok. Capek soalnya :(,0
"[cm] kok bisa orang orang tidur tenang padahal tugas kelompok belum kelar dan udah ngelebihin deadline ya guys ðŸ˜‚ udah koar koar di grup juga gaada yang respon, sekali respon bilangnya â€œkurang bagian yang ini, aku gabisa itu.â€ alhasil aku yang ngerjain sendiri sekarang, (cont)",0
"[cm] mau cerita. Aku fg lulusan thn ini, dulu pernah disaranin untuk ambil jurusan A, tpi aku malah ambil jurusan B. Dan ternyata skrg yg banyak dibutuhin jurusan B. Hehe menyesal tpi dah lulus. Gmn ya cara ngatasin ini?",0
[Cm] hari ini sender ultah tapi malah kebantai sama ujian sampe soreðŸ˜” total ada 4 matkul hiksdddðŸ˜­ðŸ˜­ wml wml moga lancar huhu,0
"[cm] When you try your best but you don't succeed ðŸŽ¶  Sender lagi sedih, kecewa, marah sama semuanya, tapi bingung ga ada yang bisa diajakin cerita, bingung mau kemana, liburan juga ga pulang ke rumah, dan di sinilah aku sekarang, malem-malem ke kampus, nangis sendirian hehe  https://t.co/6hZPq1XZZA",0
Yahhh kesel bgt yaampun lupa jurnal nya blm keprint skrng mau nyari susah bgt ðŸ˜­ðŸ¤² [cm] di webnya dilock ðŸ˜­,0
[cm] guys ada anak unand yang bisa dimintain tolong buat download jurnal? terima kasih sebelumnya,0
"[cm] puyeng bgt nyari judul skripsi, wktu dpt tp ngerasa kek pasaran bgt judulnya. Bingung lagi deh ni variabel dari dosen mesti dikaitkan dengan apaan ðŸ˜­ðŸ˜­",0
[cm] bingung bgt nyari judul krn gapunya minat apaapa,0
"[cm] ini ovt bikin gua takut ngerjain skripsi, udah 3 minggu belum kesentuh karena takut ðŸ˜­",0
"[cm] kadang ngerasa cape punya bf pinter di perkuliahan tapi dia terlalu suka rendah diri, ga pedean dll. dia dapet lomba masuk final tapi dia selalu bilang kalo dia kontribusinya dikit, dll. kalo apa-apa lebih banyak insecurenya. kadang cape mau nyemangatin kayak (cont)",0
[cm] siapa yg udh cape dengan perkuliahan ini â˜ðŸ»ðŸ˜«  https://t.co/J5Mj0DchOR,0
"[cm] sender punya temen yang cerita dia gak ngerti sama apa yang diajarin dosen, terus sender ajak belajar bareng aja kalau mau buat persiapan ujian, eh dia malah jawab males ðŸ˜ sender pun bingung",0
[cm] sender abis nururin plagiasi dari 27% terus pede cek turnitin lagi. masa turun cuma sepersen doang sksksksk ðŸ˜­ðŸ˜­ðŸ˜­  https://t.co/3cYaxBYPjP,0
"[Cm] help meðŸ˜­ðŸ˜­ aku lg nugas tiba2 laptopnya minta restarting dan otomatis restart, tp ini kenapa gini yaaa gk muncul bacaan restartðŸ˜­ ada yg tau gk kenapa??ðŸ˜­ðŸ˜­  https://t.co/UXVV6yudXC",0
dont deserve my mom. Help,0
[Cm] I lost my dad this year and dunia ku masih gelap. Baru masuk awal skripsi tapi skripsi ku udah bermasalah dengan dospem yang mempersulit. Aku ga yakin bisa lulus. Now i feel like i lost my self and i miss my dad. Im tired of everything happend with my life lately. I (cont),0
"[cm] serem bgt politik kampus, cape2 belajar buat ikut rangkain ehhh yhaa kalah sama kursi titipan en 'anak dari orang2 berpengaruh'",0
[CM] Tim ngumpulin tugas di google drive 5 menit menjelang deadline biar ga ada yg macem2 sehingga menghindarkan terjadinya kasus yang bbrp kali dishare perihal tugas yg diapus atau dicontek ðŸ‘‰ðŸ˜”ðŸ‘ˆ  https://t.co/u7w08Qi4cq,0
ini skripsi gua kapan selesainya ya ada yang tau gak? [cm]  https://t.co/sUZQ3d90Ru,0
[cm] sender lagi kehilangan mood buat ngerjain skripsi karena habis ganti dosbing ðŸ¥¹  https://t.co/XNFLoWMLUA,0
"ga ngapa2in. Gws deh buat laboran2 yg begitu. Mau protes tapi ya gimana, ada mahasiswa ngasih saran aja ga diterima dan malah dimarahin. Emang kampus gw birokrasinya amburadul sih, no kritik no saran.   https://t.co/zxfo2iD1Nm",0
"jadi laboran apaan sih kok ga ngapa2in dan cuma nyuruh2 doang"". Dan semua jobdesk laboran yg disebutin tmn2 di replayan mf ini bener2 semua dikerjai aslab guys dilab gw. Sedangkan laboran2 itu cuma dtg hanya untuk ngasih info dari atas dan cuma menggosip aja guys, bener2 (cont)",0
"[CM] Setelah gw baca replayan temen2 dimf ini, gw bener2 yakin kalo laboran2 dijurusan gw emang makan gaji buta. Karena mereka bener2 menyerahkan semua tugas2nya ke aslab. Btw gw salah satu aslabnya guys jadi ngerasain bgt dimanfaatin sampe gw kepikiran ""ni org jobdesk (cont)",0
"[cm] akntansi ni emg easy bgt ygy, tinggal klik2 dong lgsng jadi mwehehe  https://t.co/VAeHPIgm1o",0
"[cm] seberat ini ya ngerjain tugas akhir, dan diikuti beberapa faktor yang buat mikir kalo ga bakalan bisa beres, cape nangis trus ya ampunðŸ˜­",0
[cm] di sini ada yg pernah ngalamin file corrupt di memori kamera gini solusinya gimana ya? Udah cari cara di yt juga belum nemu yg berhasil. TIA buat yg udah jawab ðŸ¥¹  https://t.co/ZVrzqREPaB,0
"[cm] guys mau cerita, jadi kita ada tugas buat video gitu, nah temen gue tuh take pake hp gue dan gue juga yg up ke Drive nya, dan itu tu ada buktinya gue udah up. Nah tadi pas di cek, filenya dia ilang gituu. Emang file di Drive bisa ilang yaa? Soalnya gue juga ga otak (cont)",0
"[cm] guys mau nanya, disini ada yang ngerti asumsi dalam penelitian kuantitatif ga? jujur masih gak paham asumsi yang dimaksud tuh kaya gimana :((",0
"maaaf ya aku up lagi, aku bener2 bingung bgmn ngatasinnya huhu [cm]  https://t.co/JnBh0BAiZI",0
"[cm] no salty, mi ni mal li ma ka ta  https://t.co/REnSeHX6wG",0
[Cm] guys kalian disini ada gak yg selama kuliah minim pengalaman tp pas lulus bisa keterima kerja kantoran gitu? aku lg kepikiran bgt soalnya:(,0
"[cm] selalu dikatain tmn â€œskripsi tuh gausah perfect bgtâ€ lahh gw jg kaga mau anjir, penguji gw tuh lu marahinðŸ¥²",0
"[cm] sender tb2 malem2 ovt, dapus di skripsi ada minimalnya ga sih? kalau misal dapusnya &gt; 50 atau 100 gt normal atau gimana.. jadi takut..",0
"Wajar gak si klo sender kesel?kaya YAUDAHHHH SIII KALO GA ADA YG ALERGI TERUS KENAPA MASIH DIBAHAS DAN DIPERMASALAHKANNN.  btw,dia ini masih lanjut bahas itu sampe di chat [cm]  https://t.co/7NQtCymHqh",0
[cm] ditinggal dosbing cuti padahal baru mau konsul bab 3 ðŸ˜­ðŸ˜­ðŸ’”  https://t.co/eEvyaKOnqq,0
[Cm] sempro itu bisa ga lulus ga sih? Huhuu takut bgtt,0
"Bab 1, bab 2 sudah beres. Bab 3 juga sudah beres, tapi ke hambat hasil responden buat di uji validitas dan reliabilitas. Padahal lagi rajin pengen lanjut ke bab 4. Tapi cape banget nunggu+nyari responden buat isi kuesionernyaðŸ˜­ [cm]",0
[cm] guys cara ngembaliin file yang corrupt di sd card gimana? ada banyak file kuliah yang penting soalnya ðŸ˜­ðŸ˜­,0
[CM] PLIS HSHSHSH SENDER BARU KELAR BELAJAR BUAT UAS BESOK DARI TADI SIANGðŸ˜° SAPA YG BELAJARNYA SKS CUNGðŸ¥²  https://t.co/TewsMkAwHV,0
[cm] kalian yg smt 6 ada yang mau lanjut bem/dpm atau stop organisasi? Sender butuh saran bgt soalnya bingung mau lanjut atau stop :')),0
"[cm] when belajar buat uas starts to feel like ""apa gw nyerah aja kali ya""",0
[cm] mau daftar msib tp blm bikin cv+siapin berkasnya huhu keburu ga yhhðŸ˜­,0
[CM] jadi aku udh lama ga bimbingan sm dosbingku krn milih nyelesain magang dulu stlh sempro. Skrg aku bingung mau minta ttd dosbing utk banding ukt gmn ya? Ga enak bgt lama ga bimbingan tp aku butuh jg buat banding krn smt depan sisa skripsi aja,0
"Maksud nomor 2 itu 'Footer' kan ya? Soalny mau nnya tp ga bisa, d atur hanya admin aja sama dosennya :( [Cm] Terima kasih  https://t.co/V9Ln6hYNgU",0
[cm] tetap menugas walaupun sedang patah hati ðŸ˜£ðŸ˜¥ðŸ˜¥ðŸ˜¥  https://t.co/3Xix2PUcs6,0
psti kyk kok dia nysunnya sedetail ini yah pdhal yg lain ga kek gituðŸ˜­ jujur cpek bgtt dgn penguji akuðŸ˜­,0
"[cm] gess jujur bener2 ngerasa down bgt krn skripsiku kyk bener2 disuruh mndetail bgt dan bhkan penyusunannya tuh beda dgn skripsi2 kating yg lain pdhal topiknya tuh hmpir sama kek akuðŸ˜­ kyk lu tau ga klo ada org yg baca skripsiku ini dan ngeliat skripsi yg sejenis, mrka (cont)",0
"[cm] kalo temen jurusan kalian ada yg punya utang, kalian ingetin atau didiemin aja? ngingetin utang tuh harus kan ya?",0
[cm] adaa gaa disini yang selama kuliah jd mahasiswa biasa biasa aja alias ga pernah ikut lomba atau pelatihan tp lolos program msib kampus merdeka?? aku lagi insecure takut bgt ga loloss grgr kurang pengalaman ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­  https://t.co/MHtfiEsGTL,0
[cm] dosennya bakal peduli gak ya?  https://t.co/D944avMyvH,0
"Aku blm diajarin uji validitas uji reabilitas sm dosennya pdhl udh ngasih tugas, ini aku bljr dari yt, boleh kasih tau aku gak baca datanya? Aku udh tau yg validitas MNSQ,ZSTD,CORR tapi yg reabilitas ini kaya gimana deh baca nya? Tolong dongðŸ™ [Cm]  https://t.co/MATs7q69Je",0
spill lappy kalian yg price nya around 4jt an dong [cm] lappy ku lemot bgttt mana bentar lg offline t_____t tia! btw aku anak sastra :D,0
[Cm] kalian yg anak rantau kuliahan beda pulau suka ngerasa selalu not good enough ga si... sender selalu ngerasa gitu sementara otak gini2 aja...,0
"[cm] kalian pernah dapet n1lai D? tetep aman atau gmn? ðŸ˜” pdhl udh aku akumulasi, n1lainya gasampe D ðŸ˜”",0
[Cm] kalian kalo dikasih tugas rangkumam sm dosen ada cara instannya ga? :( spill dong,0
[cm] JUJUR AKU SETRES BANGET INI GIMANA BIAR TURNITIN TUGAS RANCANGAN UNDANG-UNDANG KELOMPOKKU TURUNðŸ˜­   masalahnya kan ya RUU itu kalimatnya teh sama semuaðŸ˜­ ngeparafrasein model gimana lagi YA ALLAH GUSTI NU AGUNG ðŸ˜­ðŸ˜­ðŸ˜­ MOHON AMPUN,0
"kalian yg mau daftar msib trs ipe nya ga sampe 3,5 ngerasa insecure/pesimis ga si? aku ngerasa gituuðŸ˜­ðŸ˜­ðŸ˜­ [cm]",0
"sekarang ngerti kenapa di dunia perkuliahan harus bisa bilang enggak sama hal yang emang kita gamau, ternyata capek banget malah stress aja gitu [cm]",0
pusing bgt data nya ga normal normal padahal udh transformasi sm ngilain outlirt :( [cm],0
[cm] bagaimana cara aku memberi tahu ibuku guys ðŸ¥² *translate : anaknya disini pusing sama skripsi  https://t.co/Fya5at54qz,0
"[cm] jd aku habis kumpul kepanitiaan dan makan banyak seafood. Nah setelah itu, kepalaku kliyengan pusing bgtt, itu kira2 kenapa ya? Padahal aku ngga pernah kek gini sebelumnya pas makan seafood. Pusing bgtt sampe bawaannya pengen tidur padahal bsk masih harus UAS ðŸ˜­ðŸ™ðŸ»",0
[cm] Orang yang punya sirkel dari awal sampe akhir semester kalian itu god's favorite :),0
[cm] kalian pernah ngerasain beauty privilege di dunia perkuliahan ga guys?? ceritain dong pengen tau cerita orang...kadang sender merasa bukan itu faktornya tapi kadang kentara banget ðŸ™ðŸ»  https://t.co/oF7Q6le7Ek,0
[cm] tugas artikel 5000 kata nih gimana ya tuhann apa copas ae sisanya yaðŸ˜­ðŸ˜­ðŸ™,0
[cm] guys sender lagi ovt bgtt sekalian sarannya juga bole kok :(  https://t.co/naNN2BtZ7h,0
"[cm] kalian ada ga yg pernah ikut msib tapi magangnya itu sekalian buat magang wajib kampus? kalo ada itu nanti gimana deh, soalnya kan magang wajib cmn 3 bulan aja :( sender lagi bingung bgt soalnya:(",0
[cm] kalian pernah ga si nangisin tugas kelompok karena anggotanya?,0
"[cm] gaisss, yg anak kesehatan cara belajar buat matkul hukum kesehatan gimana yaaa soalnya ini pasalnya banyak bgtt ðŸ˜­ðŸ˜­ðŸ˜­ apakah harus dihafal?? mana bsok uas nya essay. Dah lah bye dunia mau ngasal aja klo kek gini ðŸ¤¸â€â™€ï¸ðŸ¤¸â€â™€ï¸",0
ke pjðŸ˜­dan yg dicopas itu bagianku... jadinya aku ngerasa banget kata2nya sama tapi cuma angka sama variabel doang yg beda,0
"[cm] guys, kalian pernah ngelapor masalah plagiat tugas gt ga ke pj atau ke dosen?ðŸ¥²baru pertama kali ngerasa diplagiatin tugasnya padahal tugas kelompok.. aku orangnya ga enakan banget. untungnya, kelompokku duluan yang majuu dari mereka. tapi  ga enakan udah ngelaporr (cont)",0
"[cm] mau tanya dong guys, lamanya masa studi tuh menentukan ipk ga si? atau nilainya diambil dari tugas akhir doang. aku angkatan tua, tinggal skripsi doang tapi belom selesai selesai :""))",0
"[cm] guys kalo analisis lapkeu itu pake data laporan keuangan yang konsolidasian atau yang interim ya? maaf bgtt masih awam hiks :""",0
"[Cm] guys aku jdi panitia mumas dan skrg acaranya masih belum selesai sementara rumah sodaraku jauh sekitar set jam an di jalan. Kalo semisal aku pulang duluan, aku termasuk ga tanggung jawab kan tapi aku di sisi lain aku takut ini pulangnya sendirian juga gaenak sama (cont)",0
"[cm] haii sebelumnya maaf. mau tanya buat kakak2 yg udh selesai skripsi atau lg skripsian, sbnrnya yg bikin kalian merasa kesulitan sampe stress capek dsb tuh apa ya? ðŸ¥²",0
[Cm] sedang melepas peanut biar gak stress uas ðŸ˜”ðŸ˜”  https://t.co/PNbpFveKWq,0
"[cm] kkn udah berlalu 4 bulan dan kelompok sender ada gc wa bareng anak2 sd-smp desa setempat yg pernah kita ajar, mereka aktif bgt nanyain kabar kita para kaka kkn :"") kapan ke desa lagi dll cuma bisa bales seadanya dan ga bisa janjiin apa2â˜¹ï¸ grup sepi? mereka ramein (cont)",0
"[cm] syapa yg temen temennya pada musuhan gara gara pemira wkwkkwkw, untung aku nolep jadi enggak di ajak ajak jadi tim sukses ðŸ˜‚",0
[cm] Kakak atau temenÂ² disini ada yang paham materi Perselisihan hasil COB (Coordination of benefit)? Aku sama temenÂ² udah nyari di google tapi ga ketemu :(,0
juga belum sanggup karena sekarang cuma bisa beraktivitas pake satu tangan. Minta doanya juga ya teman-teman biar sender cepet sembuh ðŸ˜­,0
"[cm] Sender numpang curhat ya. Sebenernya minggu ini lagi banyak tugas dan presentasi, sebentar lagi juga mau ada ujian. Tapi qodarullah, sender kecelakaan sampe patah tulang dan sekarang ngga bisa ikut kuliah. Bingung mau gimana sama tugas kuliah, tapi kalo mau ngerjain (cont)  https://t.co/CSgdQyjCGa",0
"[cm] guys cara biar muncul kayak yang referensi skr1psi gimana ya? Aku buat kok ga muncul tulisan ""F1_..., F2_..."" gitu? Help yang bisa urgent banget huhu :(  https://t.co/WDgjxbckAF",0
"[cm] guyssss kalau laptop tiba-tiba gak mau kesambung wifi itu gimana ya? padahal tadi tuh kesambung. tiba-tiba begini pas aku mau ganti sinyal wifi.. ðŸ˜­ðŸ˜­ please help kalau ada yang tau, aku ngejar deadline ðŸ˜­ðŸ™  https://t.co/edcHsfcAwy",0
[Cm] temen sender besok responsi jd stress bgt ðŸ˜”ðŸ˜”  https://t.co/egWW7USNk2,0
[cm] hai guys ada yg lagi skripsian trus bagian abstrak nya udh selesai ga? aku ada tugas disuruh translate abstrak nya? rep dong klo ada butuh bgt buat uas ðŸ˜­ðŸ™ðŸ»,0
"[Cm] Jadi orang perfectionis masalah tugas, skripsi, projek kerkom dll itu ga enak banget ðŸ˜­ðŸ˜­ðŸ˜­ jadi ga tenang, ga yakin sama kerjaan sendiri, dan bikin capek bangett dan menguras waktu tenaga ðŸ˜­ðŸ˜­",0
"[cm] guys, mau nnya. ada gk ya cara tidur sejam tapi seharian gak bakal ngantuk dan bisa fokus. sender dri teknik lgi byk tubes laprak dan wktunya terbatas, di keseharian suka hilang fokus ke hal sederhana ky lupa naruh kunci, dsb ðŸ¥²",0
"[cm] GUYSSS AKU LAGI UASSS DAN RASANYA PUSING STRESSS TERUS INI DIBUKTIKAN DENGAN MUNCULNYA BANYAK JERAWAT MULAI DARI DAGU, PIPI, DAHI. YA AMPUN SAKIT BANGETðŸ˜­ðŸ˜­ðŸ¤£ðŸ¤£ NMBH STRESS AK!!!!ðŸ¤£ðŸ¤£",0
"[cm] mau nanya, cara ngutip kutipan orang lain yg modelnya kaya gini gimana ya? misal: ... oleh Agus (dalam Hadi, 2006), dan penulis jurnalnya itu Siti  itu berarti kita ngutipnya gimanaa ya? bingung huhu",0
ada yg bisa saran judul buat proposal PKM-PM ga yaa? buntu bgt astagaðŸ™ðŸ˜­ [cm],0
"presentasi, cara nolak nya gimna ya?",0
"[Cm] semisal temen kalian minta liat ppt kalian, terus habis diliat katanya pgn ngikut tamplate yg sama meskipun isi beda kalian bakalan gimana? terus hari ini dia minta kirimin tamplate mk lain juga, aku udh parno duluan soalnya kaya gimana gitu jadi samaan pas (cont)",0
"ada tugas projek sekelas dlnya udah besok, aku penanggung jawabnya dan temen temenku masih ada yg belum selesaiðŸ˜­ aku yg sat set pengen cepet selesai hrus ngurusin temen temen yg hrus digebrak dlu baru jalan, rasanya capek bgt [cm] ðŸ˜­ðŸ¤¯ðŸ˜©ðŸ¥´ pngen jadi ayam aja  https://t.co/5V4R14b7yA",0
NYALAIN NOTIFNYA KAKKK,0
"[Cm] guys mau nanya, emng chat di jam 17.16 udah diluar jam kerja dosen ya?? soalnya chatku drtd di read doang huhu  https://t.co/dOSRTFtSpJ",0
"[cm] udah mentok banget, yuk mahasiswa bisa yukðŸ’ªðŸ¼  https://t.co/QnwSana6TG",0
[cm] biasanya kita liat keluhan dari sender2 lain ttg kelakuan temen sekelas yg annoying. Coba kali ini spill perbuatan baik yg dilakuin temen kelas kalian yg ga bakal kalian lupain. Aku duluan:  https://t.co/jJ8TCMwPkF,0
bgt aku follow up tapi takuttt ðŸ˜­ soalnya jurusan ga nentu juga keluarin jadwal itu kapan ðŸ˜­ aku bingung bgt harus gimanaa ini tapi takut jugaaa ðŸ˜­ðŸ˜­ðŸ˜­,0
"[cm] desember abis kurang 2 minggu lagi dan aku belum juga dapet acc dari dosenku padahal udah cek semua plagiasi skripsi dll, tinggal nunggu izin dari dosen aja. aku takut bgt waktunya mepet sama yudisium (tgl 5 jan) tapi dosenku suruh nunggu dulu buat acc nya, pgn (cont)",0
"[cm] ada gaa yang abis sempro malah takut buat lanjut bimbingan ke dospem?? GUE TAKUTTT soalnya kemaren pas sempro tuh gue dibelain, terus kek sungkan gitu lhoo karena gue gabisa menuhin ekspetasi beliau ya allah maaf bapakðŸ˜­",0
[cm] ada bot/website yang bisa buat ngeringkas materi cepet nggak? capek banget dapet tugas resume sejibun ðŸ˜­,0
[cm] kalian ada yg pernah gak dosennya ngilang (udah di chat tp ga dibales2) pdhl posisinya tuh udah harusnya UAS? ðŸ˜­ðŸ˜­,0
"Wawancara awal di LBM bisa dimanipulasi, gak? Atau cara siasatinnya gmn, ya? Soalnya topik yg mau aku tanya ini sgt sensitif, takut org gamau jujur ðŸ¥²ðŸ¥² [cm]",0
[cm] tim swasta yg gaada libur pergantian tahun &amp; uasnya masih lama akhir januari â˜ðŸ»â˜ðŸ»  https://t.co/jNTXtgiHWu,0
"[cm] guys chatku baru dibales dosbing dan dia bilang dia baru sampe rmh. trs aku bales minta maaf dan aku malah nnya lagi, akhirnya diread aja sama diaðŸ˜¢ aku tau aku salah bgt, mending aku chat lg atau aku biarin aja ya?",0
"[cm] Mau disemangatin pas nugas, ngerjain laporan dsb sma ayang pun ga ngaruh huft...  https://t.co/j0Ifkx18yl",0
[Cm] ni kondisi dapur kosan ku yg lantai atas. Jorok bgt ga sii dan ga sekali dua kali ku nemu kosan yg dapurnya jorok ginii. Emg dah wajar ya klo dapur kosan jorok gini? ðŸ˜­  https://t.co/UYyhYLyFiI,0
[cm] udh smt 5 masih sering ngerasa salah jurusan dan gatau minatnya apa ðŸ˜­,0
klo stalking user linkedin premium ketahuan ga ya gez? walaupun kita udh visibility mode? tbl abis kepoin linkedin sodara [cm]  https://t.co/7scmIBEcj1,0
[cm]  tolong kasih saran dong buat negur temen satu kostan kalau nyuci bajunya direndem sampe 5hari ðŸ˜­ðŸ˜­ mau negur ga enak sama orangnya ðŸ˜­ðŸ˜­,0
Huffttt kadang kenyataan lika liku perkuliahan ini tidak semanis miksue... ðŸ˜” [cm]  https://t.co/umTBMYrdcP,0
"[cm] YUHUUU WTP WTP AKHIRNYA SENDER TELAH MENUNTASKAN SMT 5 YG SANGAT WADIDAW ITU, kalo kalian gimana? masih uas apa dah libur?",0
